TimeStamp,  ICRB,     ICRO,    ATHN,    CALM,    BKSN,    JUNG,   JUNG1,    LMKS,    IRK2,    DRBS,    NEWK,   KIEL2,    YKTK,    KERG,    CALG,    OULU,    APTY,    TXBY,    FSMT,    INVK,    NAIN,    PWNK,    THUL,    MWSB,    MWSN,    SOPB,    SOPO,    TERA
2025-05-08 17:00:00,  6.850, 40.435, 51.925, 71.074,113.448,171.021,345.472,417.099,327.681,101.027, 87.748,160.263,197.911,202.240,292.130, 96.467,157.345, 91.769,193.828,173.696,191.218,195.614,111.285,   null,   null,123.756,259.197,104.787
2025-05-08 18:00:00,  6.897, 40.514, 51.797, 70.638,113.247,170.968,343.962,414.897,326.120,100.592, 87.569,159.446,196.802,202.567,292.580, 96.440,157.170, 91.518,193.689,172.575,191.066,195.417,110.610,   null,   null,124.320,259.770,105.090
2025-05-08 19:00:00,  6.833, 40.057, 51.668, 70.213,113.292,170.664,342.920,414.359,324.845,100.197, 87.671,159.618,196.987,202.085,295.206, 96.259,156.761, 91.896,193.849,173.324,189.761,195.606,110.992,   null,   null,124.103,258.493,104.689
2025-05-08 20:00:00,  6.931, 40.394, 51.932, 70.256,113.072,170.351,343.054,414.581,326.000,100.082, 87.043,159.381,197.504,201.775,291.873, 96.488,157.281, 91.393,193.265,173.810,190.802,195.406,110.653,   null,   null,123.893,259.273,104.105
2025-05-08 21:00:00,  6.882, 40.496, 51.764, 69.816,113.219,169.847,343.656,414.000,326.802, 99.662, 87.440,159.333,197.153,202.632,293.235, 95.870,156.400, 91.531,193.932,173.819,189.803,195.771,111.041,   null,   null,123.359,258.424,104.296
2025-05-08 22:00:00,  6.899, 40.348, 51.881, 70.191,112.895,170.602,343.240,412.444,324.952,100.612, 87.136,159.405,197.244,202.968,294.503, 95.642,156.809, 91.849,194.593,172.811,190.436,195.514,110.908,   null,   null,123.524,257.677,103.793
2025-05-08 23:00:00,  6.899, 40.294, 51.912, 70.455,112.966,170.223,341.849,414.169,324.215,100.292, 87.395,159.445,197.138,202.698,295.657, 96.049,156.612, 92.158,194.570,174.076,190.157,195.612,110.706,   null,   null,123.275,257.924,104.503
2025-05-09 00:00:00,  6.913, 40.431, 51.609, 70.597,112.073,170.346,343.466,413.668,323.883,100.147, 87.024,158.274,197.489,202.469,293.531, 96.013,156.672, 92.024,195.269,173.325,189.701,195.104,110.930,   null,   null,123.380,258.722,104.744
2025-05-09 01:00:00,  6.782, 40.023, 51.381, 70.740,112.291,169.848,341.845,411.550,326.040,100.201, 86.452,159.683,197.936,200.917,293.551, 96.149,156.556, 91.876,195.243,174.236,189.508,195.913,110.631,   null,   null,123.306,257.591,104.496
2025-05-09 02:00:00,  6.718, 40.062, 51.339, 70.298,112.385,169.246,341.021,411.337,325.593, 99.623, 87.187,158.082,198.036,202.275,292.786, 95.600,156.034, 92.002,194.722,173.723,188.975,195.095,110.801,   null,   null,123.052,257.312,104.273
2025-05-09 03:00:00,  6.877, 39.775, 51.344, 69.922,112.579,169.953,340.779,411.465,324.597, 99.167, 87.234,159.011,197.789,201.063,293.564, 95.384,156.289, 91.898,194.206,173.194,189.337,194.866,110.788,   null,   null,122.752,256.832,104.052
2025-05-09 04:00:00,  6.809, 39.919, 59.615, 69.779,112.770,169.213,340.241,410.988,325.625,100.140, 87.279,159.059,198.558,200.989,292.142, 96.206,155.913, 91.822,194.065,173.399,189.365,195.005,110.849,   null,   null,123.361,257.553,104.647
2025-05-09 05:00:00,  6.767, 39.846, 51.641, 69.902,112.983,169.214,339.620,409.373,326.336, 99.370, 86.456,158.200,198.491,200.772,293.323, 95.898,156.783, 92.067,193.767,174.537,189.874,194.224,110.400,   null,   null,122.941,256.216,104.500
2025-05-09 06:00:00,  6.853, 39.502, 51.607, 69.393,112.830,168.796,338.957,410.216,326.309, 99.213, 86.550,159.137,199.024,201.852,292.974, 95.323,156.861, 91.982,193.739,173.580,189.080,193.541,110.815,   null,   null,123.031,256.072,104.968
2025-05-09 07:00:00,  6.803, 39.957, 51.284, 69.612,112.816,168.618,339.213,410.625,325.821, 99.010, 86.313,158.446,198.053,202.010,292.597, 96.361,156.344, 92.020,193.713,173.253,188.271,194.693,110.817,   null,   null,122.061,255.020,104.645
2025-05-09 08:00:00,  6.735, 39.439, 51.595, 69.857,113.045,168.886,339.139,410.022,325.736, 99.402, 86.148,158.558,198.356,202.438,292.085, 95.887,156.233, 92.251,193.353,173.580,188.831,194.433,110.424,   null,   null,121.851,255.073,104.334
2025-05-09 09:00:00,  6.922, 39.863, 51.489, 70.020,112.946,168.950,339.337,411.080,326.331, 99.444, 86.020,159.023,197.900,201.847,292.068, 96.374,156.290, 91.429,193.991,173.196,187.583,193.454,110.844,   null,   null,121.821,254.861,103.984
2025-05-09 10:00:00,  6.835, 39.614, 51.819, 70.139,112.688,168.965,339.906,411.227,325.320, 99.531, 86.010,158.447,197.920,202.010,291.387, 96.372,156.950, 91.742,191.860,173.068,187.258,193.210,110.233,   null,   null,122.109,255.125,103.830
2025-05-09 11:00:00,  6.858, 39.855, 51.321, 69.904,113.020,168.964,339.884,412.038,325.638, 99.621, 86.193,158.671,198.316,202.153,289.706, 96.343,157.657, 91.838,192.527,172.213,187.744,192.013,110.117,   null,   null,122.021,255.271,103.888
2025-05-09 12:00:00,  6.752, 39.745, 51.478, 69.854,112.840,168.575,340.315,413.676,325.640, 99.893, 86.074,159.065,197.329,201.835,289.444, 96.327,157.076, 91.836,192.593,172.642,187.569,192.164,110.121,   null,   null,121.834,255.262,103.408
2025-05-09 13:00:00,  6.697, 39.876, 51.650, 70.222,112.522,168.927,340.377,413.972,324.304,100.320, 85.936,159.666,198.109,202.297,289.604, 96.077,156.781, 91.707,191.838,171.777,187.760,193.261,110.520,   null,   null,121.776,255.032,103.614
2025-05-09 14:00:00,  6.812, 39.855, 51.776, 70.358,112.300,168.639,340.479,413.230,324.227, 99.782, 86.063,158.657,196.644,202.210,290.870, 96.154,156.368, 91.529,191.908,171.981,187.828,192.352,110.183,   null,   null,121.738,254.645,103.451
2025-05-09 15:00:00,  6.817, 40.027, 51.465, 69.919,111.986,169.107,339.301,413.609,322.936,100.215, 85.938,158.973,195.631,201.917,289.333, 96.191,157.015, 91.082,191.562,171.565,189.142,192.844,110.449,   null,   null,121.838,254.603,103.789
2025-05-09 16:00:00,  6.775, 39.707, 51.790, 70.303,112.315,168.804,340.754,413.768,323.037,100.103, 86.304,158.866,196.282,201.459,289.741, 96.126,157.461, 90.980,192.397,172.302,188.503,193.385,110.463,   null,   null,121.515,254.906,103.998
2025-05-09 17:00:00,  6.800, 40.167, 51.650, 69.921,112.119,169.347,339.848,413.077,323.706,100.012, 86.520,159.362,196.109,200.892,290.024, 96.341,156.837, 91.276,191.985,171.685,188.587,193.971,110.340,   null,   null,121.494,254.897,103.736
2025-05-09 18:00:00,  6.789, 39.716, 51.545, 70.451,111.771,168.825,338.836,411.524,323.251,100.209, 86.494,159.107,195.591,200.488,289.862, 95.925,156.298, 90.847,192.737,172.553,189.200,193.661,110.538,   null,   null,122.015,254.752,103.871
2025-05-09 19:00:00,  6.719, 39.721, 51.903, 69.882,111.856,167.964,338.895,410.238,323.635,100.405, 86.565,159.034,195.889,200.922,290.525, 96.223,156.490, 91.282,192.665,171.670,189.328,194.077,110.813,   null,   null,121.768,255.426,104.338
2025-05-09 20:00:00,  6.720, 39.534, 51.180, 69.524,112.302,168.597,339.112,408.529,322.964, 99.710, 86.768,159.387,195.758,200.990,290.834, 95.803,155.540, 91.238,192.716,172.537,188.818,194.375,110.618,   null,   null,121.991,255.305,103.505
2025-05-09 21:00:00,  6.759, 39.710, 51.675, 70.448,112.017,168.212,338.232,409.538,322.835, 99.512, 86.613,158.894,196.431,200.554,291.101, 95.205,156.278, 90.982,192.796,172.820,189.374,194.571,111.076,   null,   null,121.865,254.855,104.515
2025-05-09 22:00:00,  6.796, 39.696, 51.565, 69.941,112.259,168.880,339.153,411.312,324.818, 99.496, 87.380,158.366,196.518,200.459,291.342, 95.756,156.140, 91.687,193.542,173.132,189.603,195.754,111.166,   null,   null,121.522,254.514,104.027
2025-05-09 23:00:00,  6.795, 39.584, 51.684, 70.579,112.110,168.488,339.150,410.254,325.066, 99.761, 87.291,158.782,196.682,201.104,291.590, 95.930,156.893, 91.558,194.770,173.612,189.392,195.904,111.078,   null,   null,121.594,254.680,103.892
2025-05-10 00:00:00,  6.706, 39.529, 51.562, 70.056,111.905,168.486,338.242,408.961,325.099, 99.915, 87.064,157.926,197.073,202.123,290.770, 95.663,155.742, 91.744,194.254,173.955,189.206,194.853,111.158,   null,   null,121.961,255.089,104.406
2025-05-10 01:00:00,  6.790, 39.775, 51.190, 69.776,112.171,168.498,338.025,407.792,323.934, 99.350, 86.288,158.244,196.967,201.647,290.971, 95.317,155.723, 91.671,192.963,173.080,188.183,194.703,110.737,   null,   null,121.310,254.732,104.807
2025-05-10 02:00:00,  6.627, 39.464, 51.298, 69.837,112.304,167.621,338.524,409.574,323.866, 98.911, 86.613,157.962,197.664,201.590,290.281, 95.696,155.508, 91.344,193.671,173.377,188.556,195.239,110.586,   null,   null,121.263,254.689,104.275
2025-05-10 03:00:00,  6.808, 39.490, 51.685, 70.014,112.296,167.576,338.928,409.101,324.703, 99.460, 86.639,158.094,196.787,200.192,289.845, 95.469,155.275, 91.778,193.177,173.183,189.318,195.331,110.820,   null,   null,121.288,254.390,104.400
2025-05-10 04:00:00,  6.728, 39.520, 51.290, 70.484,111.977,168.266,338.255,408.877,324.677, 99.485, 86.616,158.624,197.533,200.522,290.113, 95.917,155.678, 91.533,193.160,173.143,188.707,195.187,110.597,   null,   null,121.644,255.012,104.256
2025-05-10 05:00:00,  6.822, 39.747, 51.635, 69.884,112.356,168.863,339.462,406.933,325.669, 99.743, 86.708,158.151,196.944,201.326,290.722, 95.535,156.306, 91.402,193.496,173.057,188.535,195.259,110.114,   null,   null,121.941,255.793,104.761
2025-05-10 06:00:00,  6.725, 39.620, 51.661, 69.530,112.184,169.355,337.255,408.069,324.850, 99.481, 86.351,158.908,196.473,201.179,288.966, 95.969,155.656, 91.571,193.018,172.288,187.976,194.637,109.950,   null,   null,122.221,255.692,104.611
2025-05-10 07:00:00,  6.688, 39.747, 51.476, 69.697,112.221,169.101,338.608,407.189,325.349, 99.182, 86.224,157.532,197.458,200.630,288.931, 95.606,156.595, 91.749,191.874,172.270,188.226,195.452,109.992,   null,   null,122.045,255.577,104.475
2025-05-10 08:00:00,  6.788, 39.821, 51.472, 70.280,112.109,169.150,337.452,407.619,324.610, 99.296, 86.225,158.219,197.129,200.707,289.205, 95.623,156.375, 91.320,192.851,172.077,187.318,195.126,109.925,   null,   null,121.524,255.395,104.341
2025-05-10 09:00:00,  6.719, 39.795, 51.255, 70.029,112.162,169.231,338.585,407.339,325.101, 99.801, 85.962,157.925,196.844,201.896,288.587, 95.598,155.800, 91.260,192.955,171.780,187.049,195.482,110.300,   null,   null,121.516,254.571,104.220
2025-05-10 10:00:00,  6.796, 39.849, 51.041, 69.793,111.994,169.355,338.876,408.276,324.432, 99.648, 86.433,157.826,196.476,201.878,289.338, 95.722,156.460, 91.533,192.215,171.896,187.566,194.024,109.887,   null,   null,121.570,254.691,104.631
2025-05-10 11:00:00,  6.758, 39.595, 51.552, 70.258,112.159,169.335,338.283,408.058,324.979, 99.725, 86.219,158.770,197.036,201.747,288.202, 95.995,156.580, 91.651,192.364,171.964,187.808,193.771,110.476,   null,   null,121.366,254.033,104.831
2025-05-10 12:00:00,  6.801, 40.129, 51.297, 70.408,112.007,169.924,339.291,409.416,324.744,100.140, 86.486,158.425,196.458,201.075,287.732, 96.352,156.844, 91.333,192.052,171.481,188.299,194.113,110.351,   null,   null,122.131,255.426,104.300
2025-05-10 13:00:00,  6.783, 40.133, 51.313, 69.999,111.609,169.735,339.702,409.101,324.619, 99.979, 86.563,157.791,196.658,201.438,288.509, 95.721,156.093, 91.227,191.834,171.726,187.672,194.200,110.061,   null,   null,122.179,256.661,104.371
2025-05-10 14:00:00,  6.761, 39.645, 51.609, 70.203,111.921,170.426,337.992,408.561,325.459, 99.050, 86.743,158.858,196.887,201.784,289.034, 95.726,156.581, 91.182,191.765,172.038,188.228,194.213,110.579,   null,   null,122.567,256.896,103.962
2025-05-10 15:00:00,  6.738, 39.852, 51.928, 70.151,111.930,170.807,338.929,408.043,324.328, 99.986, 86.472,159.033,196.022,200.811,289.091, 95.636,156.011, 91.173,191.966,171.615,188.281,194.045,110.002,   null,   null,122.423,256.170,104.078
2025-05-10 16:00:00,  6.734, 39.920, 51.191, 69.982,112.190,169.729,338.315,408.278,323.610, 98.869, 86.952,158.305,195.573,201.629,288.808, 95.803,155.550, 91.131,192.446,171.527,189.094,194.241,110.394,   null,   null,122.394,256.773,103.707
2025-05-10 17:00:00,  6.885, 39.690,   null, 70.107,112.211,169.512,339.840,407.500,323.300, 99.391, 86.827,159.144,195.153,199.883,288.897, 95.333,155.915, 91.080,192.210,   null,187.911,195.895,110.410,   null,   null,122.495,256.206,103.715
2025-05-10 18:00:00,  6.879, 39.579,   null, 69.819,111.945,169.468,338.913,407.370,322.008, 99.757, 86.951,158.284,195.100,200.498,288.565, 95.798,155.454, 90.891,191.567,   null,189.456,195.929,109.652,   null,   null,122.451,257.030,103.806
2025-05-10 19:00:00,  6.757, 39.938,   null, 69.577,111.347,169.313,338.956,407.834,322.732, 99.579, 87.002,157.647,195.138,201.175,288.827, 95.605,156.372, 90.791,192.318,   null,188.708,196.315,110.321,   null,   null,122.427,256.415,104.043
2025-05-10 20:00:00,  6.787, 39.845,   null, 69.633,111.346,169.408,337.243,406.142,323.558, 99.324, 86.519,158.008,196.322,200.626,291.103, 95.429,155.789, 90.731,192.394,   null,189.068,195.082,110.269,   null,   null,121.971,256.060,103.836
2025-05-10 21:00:00,  6.780, 39.642,   null, 69.546,111.288,168.819,336.408,403.889,323.915, 99.512, 86.746,158.594,196.400,199.820,290.549, 96.038,155.892, 90.851,193.359,   null,188.479,195.503,110.219,   null,   null,122.173,255.873,103.999
2025-05-10 22:00:00,  6.813, 40.073,   null, 69.789,111.552,168.223,335.897,402.590,324.072, 99.486, 86.528,158.257,196.389,199.303,289.647, 95.418,155.035, 91.058,193.455,   null,188.848,194.748,110.142,   null,   null,122.216,255.700,103.419
2025-05-10 23:00:00,  6.805, 39.845,   null, 70.119,111.390,168.032,336.947,401.919,323.434, 98.839, 86.780,156.810,195.331,199.351,291.419, 95.076,154.762, 90.609,194.013,   null,188.197,194.435,110.350,   null,   null,121.734,255.246,103.457
2025-05-11 00:00:00,  6.790, 39.984,   null, 69.625,111.305,168.411,336.227,401.370,323.067, 98.444, 86.810,157.402,196.529,199.860,290.150, 95.172,155.214, 90.916,192.699,   null,188.358,194.778,110.030,   null,   null,121.005,253.931,103.571
2025-05-11 01:00:00,  6.766, 39.637,   null, 69.918,111.674,168.418,336.100,401.129,323.637, 98.956, 86.648,157.317,195.860,199.954,289.892, 94.790,154.393, 90.853,193.158,   null,188.249,194.314,110.420,   null,   null,121.121,253.989,103.744
2025-05-11 02:00:00,  6.829, 39.563,   null, 69.717,111.950,169.048,336.024,401.288,325.181, 98.535, 86.056,156.104,196.611,200.087,288.745, 95.291,154.618, 91.231,192.824,   null,188.019,195.189,110.147,   null,   null,121.126,254.302,103.705
2025-05-11 03:00:00,  6.742, 39.587,   null, 69.849,112.196,169.535,336.864,403.625,326.729, 99.040, 86.309,157.214,196.818,199.302,291.246, 94.623,154.211, 91.158,192.816,   null,187.536,195.169,110.164,   null,   null,121.092,254.212,103.972
2025-05-11 04:00:00,  6.761, 39.459,   null, 69.924,112.773,169.182,339.987,404.881,326.696, 99.271, 85.594,157.898,197.311,198.986,290.286, 95.208,154.841, 91.373,193.170,   null,186.910,194.536,109.292, 25.260,208.558,121.037,254.180,104.271
2025-05-11 05:00:00,  6.890, 39.774,   null, 69.777,112.704,169.702,338.390,404.421,326.352, 99.351, 86.331,158.110,197.236,199.808,289.714, 95.698,154.670, 91.282,192.111,   null,187.766,193.063,109.667, 25.564,207.580,121.399,254.144,104.821
2025-05-11 06:00:00,  6.754, 39.706,   null, 70.028,112.501,170.024,339.318,405.920,325.932, 99.462, 85.801,157.666,197.102,199.283,288.504, 95.166,154.995, 91.338,191.898,   null,187.187,194.680,110.250, 25.231,207.679,121.443,255.027,104.495
2025-05-11 07:00:00,  6.781, 39.949,   null, 69.866,112.819,170.124,341.126,407.287,326.377, 99.914, 85.926,158.861,197.076,200.670,290.307, 95.444,155.551, 91.738,192.850,   null,186.730,193.838,109.701, 25.355,208.379,121.767,254.958,104.175
2025-05-11 08:00:00,  6.882, 39.854,   null, 69.943,112.560,170.136,340.481,407.663,326.614, 99.503, 86.172,158.033,197.236,200.215,289.582, 95.749,155.575, 91.789,193.634,   null,187.697,193.319,110.058, 25.364,208.617,122.354,255.865,104.655
2025-05-11 09:00:00,  6.868, 40.054,   null, 70.184,112.586,171.114,340.302,409.371,327.168, 99.471, 85.609,159.213,197.356,200.251,288.004, 95.872,156.761, 91.684,192.361,   null,187.563,192.951,110.230, 25.386,208.365,121.895,256.689,104.941
2025-05-11 10:00:00,  6.854, 40.259,   null, 70.412,112.850,170.931,341.838,409.332,326.487, 99.406, 86.593,159.823,197.433,200.638,287.560, 96.027,156.701, 91.616,191.880,   null,188.374,193.418,109.892, 25.338,209.086,121.736,256.301,104.706
2025-05-11 11:00:00,  6.895, 40.427,   null, 70.276,112.772,170.687,341.936,408.779,326.013,100.298, 86.944,159.463,197.364,200.118,287.722, 96.343,156.587, 91.491,192.520,   null,188.241,193.932,109.744, 25.595,209.304,121.687,254.873,104.952
2025-05-11 12:00:00,  6.864, 40.730,   null, 70.658,112.884,170.585,341.734,408.792,326.871, 99.700, 86.295,159.577,197.613,199.799,288.518, 96.068,155.975, 91.482,191.614,   null,188.177,193.333,110.188, 25.541,209.544,121.753,255.834,104.183
2025-05-11 13:00:00,  6.932, 40.526,   null, 70.298,112.485,170.312,341.218,408.877,325.385,100.121, 86.061,159.952,196.853,199.397,287.806, 95.766,156.268, 91.724,192.125,   null,188.157,193.711,110.299, 25.610,209.503,121.694,256.590,103.738
2025-05-11 14:00:00,  6.861, 40.364,   null, 70.581,112.344,170.770,340.089,409.474,325.660, 99.807, 87.027,158.189,196.169,199.991,288.919, 96.283,156.323, 91.811,191.762,   null,188.608,193.099,110.063, 25.524,210.235,121.904,255.414,104.442
2025-05-11 15:00:00,  6.922, 40.217,   null, 70.014,112.197,170.289,340.901,409.346,325.077, 99.308, 86.804,159.687,195.878,199.598,288.581, 95.808,156.785, 91.771,190.961,   null,189.897,193.422,110.151, 25.425,208.502,121.753,255.304,104.106
2025-05-11 16:00:00,  6.930, 40.433,   null, 70.556,112.015,170.136,340.818,408.325,322.653, 99.771, 87.217,159.162,194.764,199.978,288.661, 96.136,156.920, 91.016,191.849,   null,189.617,194.405,110.732, 25.337,209.146,121.669,254.783,103.837
2025-05-11 17:00:00,  6.818, 40.162,   null, 70.357,111.912,169.852,340.074,407.717,322.560, 99.403, 87.477,159.335,194.842,199.439,288.322, 95.760,156.852, 90.351,191.277,   null,190.204,194.466,110.801, 25.377,207.722,121.150,254.337,104.102
2025-05-11 18:00:00,  6.864, 39.922,   null, 70.071,111.554,168.798,337.562,405.921,321.776, 99.085, 86.942,159.138,194.809,198.929,288.307, 95.567,156.162, 90.760,192.096,   null,190.608,195.703,110.237, 25.338,207.824,121.381,253.193,104.019
2025-05-11 19:00:00,  6.872, 40.105,   null, 70.331,112.061,168.635,338.760,405.935,322.465, 99.166, 87.447,157.509,195.458,198.501,290.396, 95.680,155.310, 90.711,192.715,   null,190.935,196.197,110.656, 25.224,207.746,120.801,253.533,103.585
2025-05-11 20:00:00,  6.837, 40.204,   null, 69.529,111.704,169.030,338.951,405.097,322.504, 99.327, 87.270,158.703,195.593,198.932,291.566, 95.296,156.406, 90.787,193.549,   null,190.626,195.789,110.696, 25.164,206.403,120.070,252.699,103.153
2025-05-11 21:00:00,  6.940, 40.027,   null, 69.917,112.080,168.733,338.057,404.968,323.830, 99.670, 87.637,158.322,194.793,197.693,290.600, 95.410,156.071, 90.829,194.572,   null,190.932,196.625,110.450, 25.219,206.312,121.050,252.777,103.883
2025-05-11 22:00:00,  6.899, 40.324,   null, 70.095,111.226,167.938,336.642,403.126,322.690, 98.975, 87.294,157.771,195.100,196.435,289.413, 94.822,154.648, 90.424,194.254,   null,190.489,195.315,111.412, 24.959,206.539,119.905,251.835,103.552
2025-05-11 23:00:00,  6.933, 40.139,   null, 69.227,110.742,166.950,335.075,399.950,320.986, 97.730, 87.216,155.807,194.622,195.830,287.857, 93.782,153.015, 90.856,192.888,   null,189.771,194.889,109.698, 25.117,204.853,120.062,251.477,102.899
2025-05-12 00:00:00,  6.784, 40.174,   null, 70.455,111.063,166.534,332.617,398.331,320.526, 97.527, 86.375,155.559,194.102,196.188,288.267, 93.546,153.140, 90.433,192.639,   null,188.204,194.172,108.835, 24.885,204.787,119.669,251.410,102.568
2025-05-12 01:00:00,  6.755, 39.973,   null, 69.262,110.829,166.440,333.559,399.758,319.012, 97.457, 85.896,155.741,194.184,196.492,285.754, 93.951,153.900, 89.671,190.670,   null,185.827,190.824,108.438, 24.900,205.275,119.699,250.547,102.567
2025-05-12 02:00:00,  6.877, 39.956,   null, 69.473,110.799,166.806,333.199,399.587,318.892, 97.598, 84.883,156.895,194.024,195.738,285.042, 94.087,153.634, 90.324,190.117,   null,186.067,189.968,164.560, 25.013,204.480,119.873,250.772,103.206
2025-05-12 03:00:00,  6.784, 39.922,   null, 69.194,110.466,166.697,333.472,399.617,318.580, 98.268, 85.397,155.822,193.753,196.182,283.904, 94.248,154.240, 90.067,189.801,   null,185.057,191.365,107.878, 24.822,205.470,119.297,251.017,102.519
2025-05-12 04:00:00,  6.755, 39.755,   null, 69.622,110.768,166.402,333.982,399.264,318.806, 97.929, 84.914,157.191,193.442,195.517,282.771, 93.965,153.761, 90.191,189.201,   null,186.374,190.872,108.534, 25.056,205.416,119.372,250.751,102.886
2025-05-12 05:00:00,  6.762, 39.854,   null, 69.227,110.941,166.305,333.638,398.029,318.531, 98.573, 84.925,155.460,194.016,195.364,283.467, 94.719,154.034, 89.867,189.229,   null,186.056,191.608,108.635, 25.032,205.075,119.760,251.855,102.402
2025-05-12 06:00:00,  6.749, 40.174,   null, 69.496,110.289,166.477,332.948,399.415,319.094, 97.945, 85.104,156.697,193.858,194.830,283.717, 93.883,153.526, 90.031,189.201,   null,187.135,191.837,108.589, 24.822,204.699,119.628,252.347,102.745
2025-05-12 07:00:00,  6.803, 40.389,   null, 69.740,110.761,166.258,333.092,399.423,319.128, 97.730, 85.304,155.996,193.680,195.019,283.527, 94.599,153.843, 89.918,189.423,   null,186.941,191.753,108.725, 24.904,204.735,119.802,251.994,103.046
2025-05-12 08:00:00,  6.756, 40.291,   null, 68.977,110.583,166.773,332.902,398.818,318.629, 97.518, 85.452,155.813,192.816,195.675,284.672, 93.759,153.740, 89.807,189.624,   null,187.557,191.754,108.961, 24.923,204.916,119.241,250.252,102.993
2025-05-12 09:00:00,  6.877, 40.119,   null, 69.162,110.792,165.642,332.220,398.441,318.489, 97.575, 85.843,156.071,192.356,195.596,286.123, 93.669,152.924, 89.620,190.559,   null,187.784,192.031,108.658, 24.926,204.086,119.809,251.495,102.685
2025-05-12 10:00:00,  6.873, 40.033,   null, 69.458,110.126,166.230,332.952,398.787,318.462, 97.765, 85.277,154.198,193.531,195.132,284.929, 93.810,153.338, 90.144,189.514,   null,186.429,190.939,109.250, 24.870,204.449,119.798,251.156,102.952
2025-05-12 11:00:00,  6.872, 40.277,   null, 69.161,110.112,166.048,332.472,398.241,318.401, 97.075, 85.333,156.142,192.764,195.559,284.294, 93.715,154.084, 89.844,189.348,   null,186.139,192.611,109.106, 24.844,204.640,119.445,251.499,103.361
2025-05-12 12:00:00,  6.864, 39.883,   null, 69.052,109.889,165.667,331.596,397.968,318.871, 97.181, 85.719,155.606,193.476,195.473,284.098, 93.799,152.904, 89.640,189.427,   null,185.750,192.095,108.805, 24.815,204.305,119.563,251.183,103.592
2025-05-12 13:00:00,  6.727, 40.114,   null, 68.769,110.183,166.449,333.031,397.875,318.858, 97.820, 85.577,155.244,193.322,196.893,285.183, 93.955,153.615, 90.009,190.349,   null,186.564,192.210,108.440, 24.801,203.663,119.424,251.014,103.059
2025-05-12 14:00:00,  6.844, 40.036,   null, 68.850,110.464,166.483,331.307,398.164,319.787, 97.627, 85.140,155.504,193.353,195.700,284.812, 93.755,153.543, 89.791,189.873,170.654,186.576,191.247,108.062, 24.702,203.893,119.613,250.702,102.611
2025-05-12 15:00:00,  6.807, 39.818,   null, 68.717,110.323,165.025,331.175,398.125,318.869, 97.144, 85.317,154.858,191.962,197.819,284.203, 93.341,153.222, 90.062,189.712,170.011,185.454,192.492,108.390, 24.980,203.557,119.399,250.996,102.413
2025-05-12 16:00:00,  6.778, 39.887,   null, 68.932,110.180,164.986,331.397,398.328,318.068,108.101, 85.257,155.056,193.151,197.562,284.712, 93.434,152.893, 89.891,189.351,169.872,186.151,192.067,108.609, 24.739,204.127,119.340,250.691,102.563
2025-05-12 17:00:00,  6.663, 39.815,   null, 69.509,110.374,165.584,332.169,399.512,318.742,146.818, 84.938,155.451,193.018,197.147,285.441, 93.958,153.529, 90.167,189.592,169.900,186.471,191.508,108.109, 24.707,203.822,119.211,250.928,102.907
2025-05-12 18:00:00,  6.789, 39.484,   null, 69.315,110.151,166.332,333.042,398.283,318.662,154.250, 85.071,156.617,192.722,197.257,284.613, 93.820,152.881, 90.789,189.434,170.292,186.639,190.833,108.368, 24.855,204.708,119.931,251.347,102.580
2025-05-12 19:00:00,  6.728, 39.538,   null, 68.911,110.409,165.517,332.148,397.905,320.189,152.133, 85.202,155.755,194.549,196.743,284.935, 93.979,153.319, 90.562,189.483,169.867,186.161,190.565,108.170, 24.884,204.033,119.035,250.746,102.538
2025-05-12 20:00:00,  6.722, 39.612,   null, 68.772,109.871,165.184,330.585,397.249,320.700,107.572, 84.792,154.466,194.131,196.732,284.137, 93.001,153.171, 91.093,189.404,170.616,185.575,191.378,108.609, 24.695,203.300,119.242,250.796,102.748
2025-05-12 21:00:00,  6.759, 39.571,   null, 69.062,110.395,165.257,331.014,397.782,321.028,157.814, 84.907,155.216,194.844,197.978,283.679, 93.988,153.682, 90.724,190.074,170.891,186.691,191.161,108.909, 24.874,203.693,119.607,250.949,102.793
2025-05-12 22:00:00,  6.738, 39.670,   null, 69.369,110.536,165.639,332.054,397.219,320.940,158.292, 84.913,155.135,194.596,198.539,284.652, 94.276,153.466, 90.822,189.644,169.909,186.201,191.909,109.287, 24.709,202.855,120.104,252.117,102.296
2025-05-12 23:00:00,  6.745, 39.304,   null, 69.514,110.788,165.207,331.633,397.797,319.354,158.245, 84.802,155.094,194.696,197.942,284.793, 93.606,154.216, 91.116,189.509,170.613,185.164,191.140,108.522, 24.734,203.670,119.645,251.657,102.495
2025-05-13 00:00:00,  6.689, 39.590,   null, 68.859,110.128,165.654,331.094,397.200,320.182,153.751, 84.248,155.591,194.933,198.199,284.689, 93.588,153.313, 90.711,189.890,169.148,185.569,189.528,108.693, 24.661,203.382,119.968,251.873,103.115
2025-05-13 01:00:00,  6.720, 39.689,   null, 69.111,110.897,165.558,331.870,399.441,319.339,149.465, 84.333,155.279,194.353,198.279,285.059, 93.893,153.942, 91.213,188.600,169.449,185.010,191.175,108.880, 24.676,204.013,119.503,250.763,103.040
